1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0.004080599,0.005832729,0.001175648,0.001595335,1.579393336,1.277467934,0.020136305,6.04E-05,0.007040921,100.0645161,29.46289812,88,0,2.442412511,6.017573243,218,76,104.1775779,0.001839769,0.005260634,9.47E-05,0.000137056,3.798045806,14.93649924,0.030882134,1.67E-06,0.005536961,623.3913043,427.7086425,738,395.8542,0.016416347,-1.106230313,1542,76,754.2547142,0.001269441,0.003675855,3.70E-05,5.19E-05,3.718223552,13.73343632,0.019921704,1.67E-06,0.003871469,461.16,430.2184017,151,111.195,0.621845543,-0.960327747,1542,76,629.210251,1
0.001713696,0.004055828,0.000162,9.49E-05,3.272199682,10.7979728,0.018813,9.80E-05,0.004321028,438.4782609,207.4283818,590,223.8726,0.020884311,-1.929580523,741,228,483.1345568,0.000595597,0.00152029,0.000341,0.000198668,7.789484666,62.59598679,0.013411,0.000104,0.001623577,1094.87013,576.0355743,990,1017.0636,-0.434220969,-1.39287763,1676,222,1235.414211,0.0004846,0.000837527,0.0003135,0.000219425,6.167463596,45.55078588,0.007428,9.80E-05,0.000963989,943.9,584.2636132,911,994.8246,0.044886346,-1.606100429,1676,222,1108.556512,0
0.009486321,0.009847071,0.0053045,0.007242501,0.66808125,-1.188078136,0.026669,7.80E-05,0.013545925,96.71428571,33.81962737,70,0,0.415469403,-1.891145094,138,70,102.2573784,0.003505639,0.007574687,2.00E-05,1.93E-05,2.174139824,3.332977863,0.026668,7.00E-06,0.008298705,882.4444444,436.5342666,1130,0,-1.189441844,-0.539192381,1130,70,983.1702125,0.00265665,0.006678484,2.20E-05,2.22E-05,2.647086484,5.823180664,0.026644,3.00E-06,0.00715639,662.44,512.5398495,1130,0,-0.189321183,-1.958269795,1130,70,836.0005263,1
2.4926255,3.525104788,2.4926255,3.695566566,0,-2.75,4.985251,4.985251,3.525104788,279.5,27.57716447,279.5,28.9107,0,-2.75,299,299,280.1794068,0.112247653,0.298891731,0.0001525,4.82E-05,2.444732443,4.189779352,1.005588,0.000108,0.317843056,334.2142857,310.7140181,260,0,3.829332673,13.21988565,1646,222,455.2551538,0.1100027,0.295393326,0.000153,4.97E-05,2.48015836,4.368126035,1.005588,0.000108,0.313823579,333.12,307.668301,260,0,3.875710325,13.5894157,1646,222,452.418081,0
0.00993895,0.009916376,0.006285,0.008186176,0.589753345,-1.297480991,0.028265,0.0003,0.01386364,94.55,34.47268179,70,0,0.60966473,-1.66241465,153,70,100.3426629,0.00249205,0.006650302,1.00E-05,8.90E-06,3.054196118,9.304766368,0.035973,3.00E-06,0.007062861,979.1625,363.4304713,1130,0,-1.963139426,1.926391959,1130,70,1043.642605,0.00200527,0.005640632,1.00E-05,8.90E-06,3.110698985,8.980034157,0.028239,3.00E-06,0.005959838,802.24,481.7650863,1130,0,-0.777484493,-1.392146825,1130,70,934.5403362,1
0.0714885,0.085812508,0.0451925,0.040947929,0.590556499,-1.778393373,0.195569,0.035147,0.103118599,287.5,86.47735734,254,32.6172,0.646864145,-1.767567228,414,228,297.0942611,0.014530104,0.050923555,0.0007905,0.000363978,6.440757,48.02742457,0.437835,1.70E-05,0.052700282,1215.135417,632.4600028,1646,0,-0.792075858,-1.338822701,1646,228,1368.354125,0.0139489,0.048644629,0.0007905,0.000476656,6.913109255,55.33014217,0.437835,1.70E-05,0.050370713,1178.03,646.1019161,1646,0,-0.663117574,-1.531408242,1646,228,1342.023804,0
0.003575325,0.005196491,0.001230305,0.001377976,1.617121263,1.176679502,0.017747242,0.000217872,0.006233403,96.55172414,21.7577346,88,0,1.992321148,2.04332937,150,88,98.89039561,0.001468396,0.004535608,0.000210013,0.000287107,4.470545308,21.3221226,0.029470015,7.28E-06,0.004736896,582.6197183,418.4310958,696,496.671,-0.135176092,-1.556848927,1346,76,715.586709,0.001042561,0.003162772,2.88E-05,2.84E-05,3.944605454,15.06683105,0.017520572,4.68E-06,0.003315121,441.66,416.0153994,119,63.7518,0.482423575,-1.446311186,1346,76,605.3112257,1
0.02154186,0.044568576,0.000496,0.000561905,2.150635919,3.889775686,0.190312,0.000109,0.049032799,705.0465116,619.3539243,228,8.8956,0.753643722,-1.242267682,1676,222,933.6856824,0.015759053,0.03758812,0.001054,0.001163841,2.814443395,7.635700525,0.186584,0.000152,0.040452779,948.2105263,715.8396353,478,388.4412,0.027304236,-2.016738846,1676,216,1184.288668,0.00930068,0.028660858,0.0006555,0.000700528,4.087601663,17.74922675,0.185961,8.80E-05,0.029995549,843.65,683.5461069,357.5,209.7879,0.329486232,-1.828690918,1676,216,1083.655042,0
0.003517054,0.006064267,0.00090125,0.000880687,2.088650957,3.236129101,0.024056676,2.37E-05,0.006940982,103.6578947,61.85609993,88,0,5.117335401,26.65267853,462,76,120.2931726,0.002141927,0.006671561,0.000211919,0.000302877,4.874258892,26.62162797,0.045406559,5.42E-06,0.006955551,583.6612903,417.8396407,677.5,533.736,-0.069005178,-1.407239675,1543,76,715.8453045,0.001347955,0.004012674,8.28E-05,0.000112608,4.049420339,16.42109941,0.023959794,5.42E-06,0.004213968,401.26,404.7677628,88,17.7912,0.725300059,-1.021054271,1543,76,568.5139928,1
0.005416843,0.02397698,0.000478266,0.000660515,5.141239315,25.51181165,0.138208772,2.84E-05,0.0242243,98.12121212,24.09844079,88,0,1.75592936,2.427342244,182,76,100.9500326,0.002658895,0.017073197,2.39E-05,2.72E-05,7.691707415,58.66311197,0.13953751,4.44E-06,0.017152642,658.641791,383.9582798,756,321.7242,-0.430683629,-1.07188423,1430,76,760.9419242,0.001787656,0.013862145,1.93E-05,2.00E-05,9.535393781,90.80498446,0.138208772,4.44E-06,0.013908026,473.67,410.6555256,200,183.8424,0.349730372,-1.471802321,1430,76,625.5516366,1
0.1238408,0.572918892,0.0005925,0.000719802,5.69620005,31.82720579,3.623917,9.40E-05,0.579108539,387,384.0903339,240,17.7912,2.273038272,3.531488901,1676,228,541.8544546,0.075851183,0.459351273,0.0001685,5.71E-05,7.305758276,52.53172142,3.565783,0.000102,0.461779458,369.1666667,357.5313743,250,32.6172,3.221864648,8.912402843,1676,228,511.8420004,0.04954113,0.356694108,0.0002975,0.000251301,9.47566678,89.98105747,3.552081,9.40E-05,0.358347183,376.3,366.5704419,240,17.7912,2.84425717,6.603105416,1676,228,524.0532797,0
0.68107784,2.393732826,0.00413,0.005473759,3.413210594,10.89990884,10.888531,0.000333,2.442258298,1456.32,516.4596402,1676,0,-1.782034461,1.284607458,1676,228,1541.729315,0.282602373,1.924809211,0.000826,0.000987412,7.649112423,59.57142981,16.199055,8.90E-05,1.932706926,247.8666667,120.1701871,228,0,5.758339154,31.58223732,969,228,275.1112745,0.21195178,1.268183697,0.0008205,0.000956277,6.863092724,50.11237938,10.847693,8.90E-05,1.279504024,549.98,593.3290599,228,0,1.321098436,-0.205110155,1676,228,806.8438387,0
0.004211902,0.00736357,0.001106242,0.001446347,2.325796468,4.488590583,0.030358848,3.09E-05,0.00837933,97.74193548,27.42622558,88,0,2.965383522,9.343966947,218,76,101.3973341,0.001906316,0.006826785,0.00023598,0.000342229,4.685028146,21.94833582,0.04319715,1.20E-06,0.007040142,708.6956522,422.9350285,864,232.7682,-0.468223055,-1.088224652,1468,76,823.7300458,0.001315358,0.004409897,9.73E-05,0.00013922,4.911120598,25.0920143,0.030358848,1.20E-06,0.004580709,519.3,451.3741869,309.5,346.1871,0.281281014,-1.536288028,1468,76,686.5666464,1
0.053387267,0.123310145,0.004872,0.007223227,2.773695068,6.804788444,0.48258,0.000217,0.130544626,326.4,101.3373433,288,0,1.945186183,1.925128205,576,288,340.7661955,0.009951788,0.061610433,0.000713,0.000504084,8.444126787,72.31501778,0.560981,0.000331,0.062050193,1660.611765,19.76534613,1664,0,-5.927063768,34.22565827,1664,1536,1660.728005,0.00845902,0.048757185,0.000712,0.00055301,8.760113452,79.88591398,0.473483,0.00012,0.049244751,1460.48,480.6679797,1664,0,-1.948627715,1.858227736,1664,288,1536.793129,0
0.197934776,0.387359208,0.002557,0.003608648,2.492369061,5.581342441,1.647606,0.000116,0.431466273,429.4693878,273.9543835,392,213.4944,3.038556459,10.51898441,1596,222,507.9008822,0.191409098,0.335878873,0.136171,0.189228686,2.931230891,8.562344618,1.602163,0.000151,0.383718659,313.4705882,261.0344309,228,17.7912,4.217035019,17.24073171,1596,216,406.2840453,0.09762157,0.248927039,0.00161,0.002178681,4.46867491,21.93279735,1.601765,0.000112,0.266223581,370.31,272.3940882,291,102.2994,3.436592604,12.47842151,1596,216,458.896557,0
0.007284762,0.020364109,0.0009995,0.001028183,4.08276206,16.82237328,0.113364,0.00012,0.021398387,1425.571429,443.4845471,1596,0,-2.202323383,3.023214315,1596,222,1491.39184,0.005473345,0.017030655,0.0003045,0.000250559,4.509687633,20.92385311,0.10429,9.20E-05,0.017748239,288.5689655,258.1827255,216,0,3.768457832,14.14158871,1646,216,385.7215138,0.00317759,0.01268746,0.0003415,0.000293555,6.599129109,45.40509803,0.10429,9.20E-05,0.013017642,766.11,661.7648106,216,0,0.411744064,-1.804099908,1646,216,1010.187047,0
0.00360756,0.004934302,0.001342392,0.001676905,1.61054349,1.703316166,0.01971105,1.90E-05,0.006051779,106.6969697,66.01916618,88,0,4.712938021,22.43162511,462,76,124.9427748,0.001774193,0.004546597,0.000113814,0.000157949,3.043549505,8.481823474,0.02143786,7.10E-06,0.004848791,615.4179104,387.3688302,748,358.7892,-0.417781701,-1.519189818,1094,76,725.6405405,0.001192037,0.003198511,3.55E-05,4.19E-05,3.633391542,13.56185883,0.019462025,7.10E-06,0.003398399,447.54,399.0529045,138,91.9212,0.357719268,-1.672315699,1094,76,598.283244,1
0.009045087,0.010854588,0.001879,0.002699815,0.755414969,-1.290857778,0.027494,5.80E-05,0.013946791,94.30434783,34.15929899,70,0,0.622702788,-1.638980187,153,70,100.0471628,0.002689571,0.00716969,1.40E-05,1.04E-05,2.691710942,5.730811573,0.027494,6.00E-06,0.007613847,953.6363636,389.0557026,1130,0,-1.731624804,1.032192536,1130,70,1028.990225,0.0020876,0.006372701,2.00E-05,1.78E-05,3.206795343,8.88927611,0.02747,6.00E-06,0.006675573,755.99,498.5568769,1130,0,-0.576988568,-1.673639375,1130,70,904.2091849,1
0.004581,0.007535027,0.0014795,0.001171254,1.893287421,2.044178085,0.025177,0.000499,0.008614735,83.6875,29.59666366,70,0,1.494865327,0.334704236,153,70,88.45797025,0.00060719,0.002853622,9.50E-06,5.19E-06,7.685569462,62.24536021,0.025135,5.00E-06,0.002900844,1057.130952,263.0319409,1130,0,-3.274220147,8.844660017,1130,70,1088.984854,0.00073296,0.003344294,1.20E-05,7.41E-06,6.269467949,39.7835614,0.025135,5.00E-06,0.0034073,901.38,432.180279,1130,0,-1.335908841,-0.210069216,1130,70,998.6981025,1
0.338010444,0.647842924,0.011394,0.016892744,2.201391427,4.742500904,2.75833,2.60E-05,0.720004898,415.4814815,412.2593816,228,0,2.06910734,3.10611582,1646,228,579.9033764,0.127312767,0.342477002,0.000494,0.000557458,3.034082239,8.457577387,1.681619,9.10E-05,0.36316982,970.9726027,681.1156896,1098,812.4648,-0.084397148,-1.944285057,1646,228,1183.364411,0.09293832,0.294552952,0.000482,0.000538184,3.693543791,13.27494555,1.681619,2.60E-05,0.307459524,820.99,665.931132,272.5,65.9757,0.34088821,-1.806746018,1646,228,1055.013844,0
0.002673884,0.003247518,0.000974221,0.001419766,1.077342311,-0.360764319,0.010161831,1.20E-05,0.004163215,104.1034483,32.71232274,88,0,1.203651464,-0.335201152,173,76,108.9528528,0.001132048,0.003117269,2.08E-05,2.17E-05,3.952008635,17.08359843,0.019423506,4.79E-06,0.00329576,630.2535211,437.4889947,833,342.4806,-0.179348329,-1.561188924,1434,76,765.4543712,0.000803754,0.002004007,1.99E-05,1.96E-05,3.223326499,9.993503585,0.010161831,4.64E-06,0.002149861,477.67,439.5559756,167,134.9166,0.444458627,-1.502645665,1434,76,647.6465008,1
0.011578971,0.010432901,0.008612,0.010831134,0.427902457,-1.431414453,0.027649,0.000196,0.015482786,98.44117647,34.59654141,70,0,0.360145452,-1.895835282,153,70,104.1747683,0.005760015,0.009676665,7.00E-06,9.64E-06,1.449062458,0.467474224,0.027661,1.00E-06,0.011198074,772.5151515,493.4842291,1130,0,-0.632545565,-1.610489199,1130,70,914.6674507,0.00393685,0.00815569,8.50E-06,1.11E-05,2.024430785,2.697160896,0.027641,1.00E-06,0.009019364,543.33,513.1101848,139.5,103.0407,0.267577571,-1.934165551,1130,70,745.5579991,1
0.413666378,0.992176833,0.068959,0.101701912,3.369247908,12.40451813,5.397387,0.000107,1.064734171,286.0444444,184.7364161,216,0,2.666546498,5.71798376,961,216,339.3973744,0.3420398,1.144360519,0.002705,0.003681296,4.463380477,21.44474211,7.148545,0.000138,1.184374105,1004.363636,574.0132714,1476,0,-0.458701829,-1.733037418,1476,222,1154.22996,0.1881251,0.686431,0.0009215,0.001172737,5.464383633,33.83686205,5.397387,0.000107,0.708425505,681.12,569.1097475,254,56.3388,0.571911516,-1.578245067,1476,216,885.7604078,0
0.003511494,0.005581436,0.001231751,0.000981558,1.988891629,2.683156908,0.021666938,7.25E-06,0.006514952,98.43333333,23.99379709,88,0,1.785432473,1.384463843,165,88,101.2207159,0.00149722,0.004919595,0.000261934,0.0003672,4.561094052,21.38767505,0.030856912,5.91E-06,0.005108653,563.0142857,419.4824448,700.5,541.149,-0.108980439,-1.786567673,1086,76,700.3119407,0.001053709,0.003375069,2.34E-05,2.53E-05,4.418218045,19.6201835,0.02163648,5.21E-06,0.003519585,423.64,410.6026741,144,100.8168,0.528093065,-1.55653931,1086,76,588.5401091,1
0.70210156,3.399485057,0.00177,0.002286169,4.413190911,18.21855275,17.016417,0.000122,3.403995492,254.2,38.89515822,240,17.7912,1.741518445,2.25015417,364,228,257.040775,0.234044667,1.964305729,0.000181,0.000106747,8.3114805,68.01849034,17.015011,8.90E-05,1.965153245,263.7733333,50.03554772,228,0,0.88506888,-1.006037793,354,228,268.4148779,0.17553658,1.701305015,0.00019,0.00010823,9.69598797,92.98113753,17.015011,8.90E-05,1.701854123,261.38,47.49157926,228,0,1.065862711,-0.520330902,364,228,265.6170175,0
0.003553314,0.004711949,0.001427015,0.001762371,2.071448603,4.430370839,0.021308526,1.68E-05,0.005840574,100.8709677,27.94129791,88,0,1.493205272,0.353165359,165,76,104.5489544,0.001597464,0.004256305,3.11E-05,4.62E-05,4.078982408,17.86450513,0.025471266,5.58E-06,0.004517241,594.2608696,422.4834369,715,526.323,-0.240597902,-1.750354089,1100,76,727.35919,0.001102338,0.00299124,2.81E-05,3.28E-05,4.16620154,20.08861837,0.02072143,5.12E-06,0.003173829,441.31,418.8481004,150,109.7124,0.45158359,-1.650293009,1100,76,606.9875699,1
14.02914364,26.61221705,0.0111435,0.016146255,1.234359445,-0.480533769,63.1048,0.000239,29.23081478,231.2857143,22.23797366,240,0,-1.85616381,1.625810905,240,174,232.2763133,21.61285605,176.9896841,0.2543215,0.309380072,8.938780674,78.90312068,1643.040026,0.000122,177.2800485,169.755814,14.543999,168,0,8.753046949,76.49693137,302,168,170.3704923,18.5870562,164.0800969,0.139969,0.184202672,9.68668102,92.86034304,1642.13642,0.000122,164.3123065,178.37,26.58915059,168,0,2.449910132,5.157015924,302,168,180.3212966,0
0.41594,1.020893193,0.010891,0.016111414,2.80197156,7.630734616,4.491284,2.40E-05,1.083300549,666.92,610.0999863,298,91.9212,0.84072883,-1.26015455,1646,228,895.6089548,0.384532293,2.124661468,0.005682,0.008284769,7.741259314,61.21717073,18.080749,4.30E-05,2.145195163,342.9066667,311.2466291,228,0,3.000088374,7.734688512,1596,216,461.700971,0.28839922,1.843380058,0.0029635,0.004159434,9.04151128,83.86757777,18.080749,2.40E-05,1.856675429,423.91,427.2356551,240,17.7912,2.134677038,2.871208665,1646,216,600.3371469,0
0.004952857,0.007031256,0.00264,0.000220907,2.225313767,3.616381165,0.027823,0.000209,0.008541686,124.7346939,28.32753042,138,0,-1.319849569,-0.00706399,168,70,127.8468472,0.004792235,0.011082447,6.00E-06,7.41E-06,2.095731323,2.6623005,0.03794,1.00E-06,0.011974051,884.6862745,446.8908363,1130,0,-1.215219036,-0.527098031,1130,70,989.1740563,0.00244404,0.005479179,7.35E-05,0.00010823,3.380365298,10.98014245,0.027798,1.00E-06,0.005974489,512.31,497.0262415,138,100.8168,0.436398774,-1.816504626,1130,70,712.0577715,1
5.020776667,11.55440857,0.3733575,0.460047815,2.372843618,4.600913552,45.453356,0.000299,12.3753737,328.7916667,281.5353834,281,0,4.254694309,16.96907221,1646,228,429.0262715,1.591336632,5.386040338,0.205146,0.044085852,3.802023109,13.35690361,26.564404,0.000104,5.58212144,480.0789474,211.1072879,486.5,232.0269,2.119702185,9.738408745,1646,228,523.8851823,1.20942174,4.736969163,0.1835805,0.104034783,4.478108172,19.18455793,26.564193,0.000104,4.86592119,443.77,237.4735649,330,139.3644,2.611047394,10.46208326,1646,228,502.7539856,0
0.01623327,0.044712668,0.002259,0.003220207,3.053959701,7.998305844,0.185087,5.90E-05,0.046996901,220.0540541,15.86215963,216,0,3.698257445,12.19665184,285,216,220.6095977,0.009559889,0.036810778,0.001108,0.001097124,4.417013989,18.46203947,0.196559,0.000304,0.037748065,1541.619048,215.0810371,1596,0,-4.747928819,23.530186,1596,228,1556.314511,0.0060259,0.027050337,0.000761,0.000765022,5.587234193,30.56860759,0.175571,5.90E-05,0.027581062,1052.64,663.5447892,1596,0,-0.437430978,-1.79873759,1596,216,1242.553717,0
0.005491081,0.009849669,0.002713,0.0037747,2.511506795,5.435443581,0.042461,4.90E-05,0.011160013,234.4864865,6.062735089,240,0,-0.156146754,-2.028264513,240,228,234.5627329,0.00327881,0.007630463,0.000673,0.000446263,3.596262979,12.56695958,0.040832,0.000309,0.008249265,1642.349206,146.0369108,1676,0,-4.117570005,15.27534607,1676,996,1648.726531,0.00206565,0.006155855,0.000398,0.000386959,4.784134225,23.32291851,0.040832,4.90E-05,0.006463939,1121.44,692.8626654,1676,0,-0.470729993,-1.761749502,1676,228,1316.391188,0
0.003594779,0.004321184,0.001415624,0.001481746,1.54481447,1.464000202,0.016706487,1.58E-05,0.005561312,96.85714286,22.093596,88,0,1.932871482,1.804209184,150,88,99.25724155,0.001398262,0.003830271,2.40E-05,3.13E-05,3.756631299,14.1455133,0.020915197,5.65E-06,0.00405245,553.4722222,419.9074671,630.5,638.2593,-0.021861408,-1.751449938,1199,76,692.968153,0.001006845,0.002659236,2.05E-05,2.14E-05,3.814834357,15.92553857,0.016676864,5.65E-06,0.002831,425.62,411.1497498,150,109.7124,0.550809047,-1.489221758,1199,76,590.3440183,1
12.36669809,23.95532614,0.016772,0.024840963,1.494435565,0.399007776,66.009204,1.70E-05,26.72153588,327.1333333,149.2060199,282,44.478,2.502076706,5.408941939,825,222,358.8647842,10.11513173,19.63126006,1.004958,1.489402169,1.878247567,2.079399591,64.005187,1.50E-05,21.92476309,251.4545455,85.78457476,240,17.7912,6.471440665,43.05416895,860,204,265.4328198,5.56501414,15.34639993,0.0137805,0.02041985,2.936835887,7.501484757,63.975493,1.50E-05,16.25196153,285.51,123.8556911,252,35.5824,3.586803626,12.70321536,860,204,310.9707221,0
0.00389096,0.006620141,0.001079868,0.00121953,2.159152841,4.021515707,0.028114828,2.48E-05,0.007586309,97.74193548,27.42622558,88,0,2.965383522,9.343966947,218,76,101.3973341,0.001754953,0.006146943,0.000199509,0.000284201,4.59968508,21.13209136,0.036370635,3.55E-06,0.006349579,662.8985507,352.8240332,773,231.2856,-0.72634334,-0.911708329,1240,76,749.7433957,0.001210918,0.004035672,2.98E-05,3.45E-05,4.590048991,22.57962626,0.028114828,3.55E-06,0.004194055,487.7,393.3736625,594,677.5482,0.124224637,-1.726686756,1240,76,625.337269,1
0.0113235,0.011194678,0.0081745,0.011354492,0.422571627,-1.596618787,0.028263,0.000124,0.015702872,104.1666667,35.16390195,104,50.4084,0.001071583,-2.106572924,141,70,109.6289195,0.002526915,0.006940068,5.50E-06,5.19E-06,2.854245535,6.846893059,0.028262,1.00E-06,0.007345915,961.8170732,383.6054792,1130,0,-1.826873149,1.379623513,1130,61,1034.625872,0.00207207,0.00634418,9.00E-06,1.11E-05,3.25440482,9.414288072,0.028238,1.00E-06,0.006643764,807.44,479.8711384,1130,0,-0.808996823,-1.345868303,1130,61,938.0473869,1
1.918894308,2.446589071,0.4747975,0.703567089,1.170261445,0.568074636,8.930817,0.000199,3.072088938,506.6538462,505.0687036,304,130.4688,1.675854324,1.031878659,1646,205,708.5063107,0.681615257,1.984711802,0.001985,0.0025434,3.783482278,16.30042255,12.466191,0.000116,2.085773111,935.9054054,598.5779076,1048,723.5088,-0.077561367,-1.917864949,1536,222,1108.770764,0.50439529,1.444190837,0.00237,0.003215759,3.644380172,14.39548753,8.930817,0.000116,1.52290673,824.3,603.6759031,458,358.7892,0.287850503,-1.832054348,1646,205,1019.92688,0
0.004148707,0.003827632,0.00264271,0.003907118,0.299458623,-1.785561178,0.00977354,7.40E-06,0.005498606,101.7777778,27.33943021,88,0,1.119894735,-0.798941799,150,88,104.9910049,0.000461405,0.00130502,2.06E-05,2.15E-05,5.409320639,30.88616802,0.008966889,4.58E-06,0.001377409,640.2637363,403.2733519,731,450.7104,-0.477054254,-1.458001917,1107,76,755.4997764,0.000419996,0.001105827,1.93E-05,1.84E-05,5.184609399,30.39803457,0.008245533,4.58E-06,0.001177719,591.8,414.6004039,706,490.7406,-0.249246012,-1.682366191,1107,76,721.3887995,1
